course,block,bloom_level,citation_mode,question_type,model_id,language,question_number,question,answer,rubric,time_taken_s,status
BEGC 103_ Indian Writing in English,BLOCK POETRY,Level 2,off,Short Answer,ollama-gemma4-31b,en,2,Discuss the significance of the imagery used to describe the bride's movement in the poem 'Palanquin Bearers'.,The student should discuss how specific similes and metaphors create a mood of elegance and weightlessness.,"[Marks]
Identification of key similes (flower, bird, laugh) - 4 marks
Explanation of how these images evoke lightness and grace - 4 marks
Analysis of the 'pearl on a string' metaphor - 2 marks

[Key Points]
1. Use of similes to suggest weightlessness
2. Imagery of nature (flower, bird) and emotions (laugh)
3. The perception of the bride as a precious object (pearl)
4. The rhythmic and gentle nature of the movement",129.3,success
BEGC 103_ Indian Writing in English,BLOCK POETRY,Level 2,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""It started as a pilgrimage, Exalting minds and making all The burdens light. The second stage Explored but did not test the call. The Sun beat down to match our rage. We stood it very well, I thought, Observed and put down copious notes On things the peasants sold and bought, The way of serpents and of goats, Three cities where a sage had taught But when the differences arose On how to cross a desert patch, We lost a friend whose stylish prose Was quite the best of all our batch. A shadow falls on us and grows. Another phase was reached when we Were twice attacked, and lost our way. A section claimed its liberty To leave the group. I tried to pray. Our leader said he smelt the sea. We noticed nothing as we went, A straggling crowd of little hope, Ignoring what the thunder meant, Deprived of common needs like soap. Some were broken, some merely bent. When, finally, we reached the place, We hardly knew why we were there. The trip had darkened every face, Our deeds were neither great nor rare. Home is where we have to gather grace."" — Discuss the shift in the emotional state and unity of the travelers as the poem progresses from the initial stage to the final destination.","The student should explain the transition from optimism to disillusionment, citing the loss of unity and the physical/emotional toll of the journey.","[Marks]
Description of initial optimism and high spirits - 3 marks
Explanation of the causes of decline (conflicts and attacks) - 4 marks
Analysis of the final state of disillusionment - 3 marks

[Key Points]
1. Initial phase: exalting minds and light burdens
2. Internal conflict: disagreement over the desert patch
3. External conflict: being attacked and losing the way
4. Final state: a straggling crowd with darkened faces",197.3,success
BEGC 103_ Indian Writing in English,BLOCK POETRY,Level 2,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""It started as a pilgrimage, Exalting minds and making all The burdens light. The second stage Explored but did not test the call. The Sun beat down to match our rage. We stood it very well, I thought, Observed and put down copious notes On things the peasants sold and bought, The way of serpents and of goats, Three cities where a sage had taught But when the differences arose On how to cross a desert patch, We lost a friend whose stylish prose Was quite the best of all our batch. A shadow falls on us and grows. Another phase was reached when we Were twice attacked, and lost our way. A section claimed its liberty To leave the group. I tried to pray. Our leader said he smelt the sea. We noticed nothing as we went, A straggling crowd of little hope, Ignoring what the thunder meant, Deprived of common needs like soap. Some were broken, some merely bent. When, finally, we reached the place, We hardly knew why we were there. The trip had darkened every face, Our deeds were neither great nor rare. Home is where we have to gather grace."" — Explain the significance of the concluding line, 'Home is where we have to gather grace,' in relation to the outcome of the journey.",The student must interpret the irony of the journey's end and the metaphorical meaning of 'Home' and 'Grace' as internal rather than external goals.,"[Marks]
Analysis of the failure of the external enterprise - 4 marks
Interpretation of 'Home' as a symbol of internal/spiritual return - 4 marks
Logical connection between the journey's futility and the final conclusion - 2 marks

[Key Points]
1. The destination provided no real reward or enlightenment
2. Contrast between the outward journey and the inward need for grace
3. The realization that spiritual growth is not a product of external travel",197.3,success
BEGC 103_ Indian Writing in English,BLOCK SHORT STORY,Level 2,off,Short Answer,ollama-gemma4-31b,en,1,"Differentiate between a short story and an anecdote, focusing specifically on the significance of the events narrated in each.","The student must explain that in an anecdote, the events are the central point of importance, whereas in a short story, events are tools used to reveal character or situation.","[Marks]
Clear explanation of the role of events in an anecdote - 4 marks
Clear explanation of the role of events in a short story - 4 marks
Ability to effectively contrast the two forms - 2 marks

[Key Points]
1. Anecdote: Events are important in themselves.
2. Short Story: Events highlight character/situation.
3. Contrast between event-centric vs. character/situation-centric narratives.",112.8,success
BEGC 103_ Indian Writing in English,BLOCK SHORT STORY,Level 2,off,Short Answer,ollama-gemma4-31b,en,2,Explain the distinction between a tale and a short story in terms of their origin and form.,"The student should identify that a tale is an oral tradition with a long history, while a short story is a developed literary form originating in the 19th century.","[Marks]
Identification of the 'tale' as an oral form with a long history - 4 marks
Identification of the 'short story' as a developed literary form from the 19th century - 4 marks
Clarity and precision of the distinction - 2 marks

[Key Points]
1. Tale = Oral form / Long history.
2. Short Story = Literary form / 19th century origin.",112.8,success
BEGC 103_ Indian Writing in English,BLOCK SHORT STORY,Level 2,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""His stories end with a sting in the tail or an ironic twist that takes the reader by surprise."" — Explain the narrative technique known as the 'sting in the tail' as employed by Guy de Maupassant, providing an illustration from the text.",The student should define the 'sting in the tail' as an ironic or surprising twist at the end of a story and use the example of 'The Necklace' to show how the revelation of the fake jewelry serves as this twist.,"[Marks]
Accurate definition of 'sting in the tail' as an ironic twist - 4 marks
Correct application/illustration using the plot of 'The Necklace' - 4 marks
Clarity of expression and conceptual understanding - 2 marks

[Key Points]
1. Definition of 'sting in the tail' as a surprising/ironic ending
2. Mention of 'The Necklace'
3. Explanation of the irony: ten years of hardship for a fake item",110.4,success
BEGC 103_ Indian Writing in English,BLOCK SHORT STORY,Level 2,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""The conventional short story has a beginning, a middle and an end. Recent stories are more open-ended, in the sense that there is no clear beginning, middle and end"" — Discuss the difference between the conventional structure of a short story and the structure of more recent stories as described in the text.","The student must differentiate between the structured nature of conventional stories (beginning, middle, end) and the fluid, open-ended nature of modern stories.","[Marks]
Correct description of the conventional short story structure - 4 marks
Correct explanation of 'open-ended' nature of recent stories - 4 marks
Ability to contrast the two forms clearly - 2 marks

[Key Points]
1. Conventional: beginning, middle, end
2. Recent: open-ended
3. Lack of a clear traditional sequence in modern stories",110.4,success
BEGC 103_ Indian Writing in English,BLOCK THE BINDING VINE,Level 2,off,Short Answer,ollama-gemma4-31b,en,1,Explain how The Binding Vine transcends its origin as a story based on a real rape incident.,"The student should explain that the novel moves beyond the specific crime to explore human relations and family bonds, making it a multi-dimensional narrative.","[Marks]
Identification of the novel's base in a real rape incident - 2 marks
Explanation of the concept of 'transcending' the incident - 4 marks
Discussion of the multi-dimensional themes (family bonds and human relations) - 4 marks

[Key Points]
1. Based on a real rape incident
2. Transcendence of the living incident
3. Multi-dimensional narrative
4. Focus on family bonds and human relations",165.7,success
BEGC 103_ Indian Writing in English,BLOCK THE BINDING VINE,Level 2,off,Short Answer,ollama-gemma4-31b,en,2,Discuss the structural approach Shashi Deshpande uses to create an integrated pattern in The Binding Vine.,The student should discuss the merging of three stories into one to create a broad base and an integrated narrative pattern.,"[Marks]
Mention of the merging of three stories - 5 marks
Explanation of the resulting 'integrated pattern' and 'broad base' - 5 marks

[Key Points]
1. Merging of three stories into one
2. Creation of an integrated pattern
3. Establishment of a broad narrative base",165.7,success
BEGC 103_ Indian Writing in English,BLOCK THE BINDING VINE,Level 2,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""When she rejected Prabhakar, he got furious. He waited for an opportunity to punish her for her refusal. The moment he got an opportunity, he took his revenge."" — Explain the reasons behind Prabhakar's attack on Kalpana, highlighting the conflict between his desires and Kalpana's aspirations.","The student should explain that the attack was a result of Kalpana rejecting Prabhakar's marriage proposal in favor of her own aspirations, which led Prabhakar to seek revenge to punish her.","[Marks]
Identification of the marriage proposal and Kalpana's rejection based on her own dreams - 4 marks
Explanation of Prabhakar's emotional reaction (fury) and his motive (punishment/revenge) - 4 marks
Clarity and coherence of the argument - 2 marks

[Key Points]
1. Kalpana's desire for a partner of her own choice
2. Prabhakar's fury upon being rejected
3. The intent to 'punish' Kalpana for her refusal",126.2,success
BEGC 103_ Indian Writing in English,BLOCK THE BINDING VINE,Level 2,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""We learn that when Shakutai forced Kalpana to stay with Sulu and Prabhakar, she had Kalpana’s welfare in mind but Kalpana was not happy there. Probably, she had sensed Prabhakar’s evil intentions."" — Discuss the irony in Shakutai's decision to have Kalpana stay with Sulu and Prabhakar.",The student must highlight the contradiction between Shakutai's goal (welfare/security) and the result (vulnerability/attack).,"[Marks]
Explanation of Shakutai's motive (welfare and settling marriage) - 4 marks
Analysis of the irony (intention of safety vs. reality of danger/attack) - 4 marks
Use of evidence regarding Kalpana's intuition/unhappiness - 2 marks

[Key Points]
1. Shakutai's intention was centered on Kalpana's welfare
2. Kalpana's intuition about Prabhakar's evil intentions
3. The paradoxical result where a 'safe' home became the site of trauma",126.2,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK CHAUCER AND SPENSER,Level 2,off,Short Answer,ollama-gemma4-31b,en,1,Discuss the significance of 'The Shepheardes Calender' in the context of Spenser's poetic contributions and the Elizabethan era.,"The student should explain that the work initiated the Elizabethan poetic Renaissance, describe its structure of twelve monthly eclogues, and discuss how it used pastoral themes to convey moral truths about the era.","[Marks]
Identification of the work's role in starting the Elizabethan poetic Renaissance - 3 marks
Explanation of the structural motif (12 eclogues/months of the year) - 3 marks
Discussion of the thematic diversity and the presentation of moral truths - 4 marks

[Key Points]
1. Elizabethan poetic Renaissance
2. Twelve eclogues/Calendar motif
3. Pastoral poems
4. Moral truths/Perspective on the era",118.1,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK CHAUCER AND SPENSER,Level 2,off,Short Answer,ollama-gemma4-31b,en,2,Explain how Spenser explores the conflict between mortality and immortality through the imagery used in Sonnet 75.,"The student must analyze the metaphor of the sand and waves as symbols of transience and death, and explain the resolution where poetry/art provides a means of immortality.","[Marks]
Analysis of the sand and wave imagery as a symbol of mortality and nature's power - 4 marks
Explanation of the dialogue regarding the inevitability of decay - 3 marks
Discussion on the role of art/poetry in achieving immortality (eternizing virtues) - 3 marks

[Key Points]
1. Sand/Wave metaphor for transience
2. Inevitability of death/decay
3. Power of art/poetry to transcend nature
4. Eternizing virtues vs. dying in dust",118.1,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK CHAUCER AND SPENSER,Level 2,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""The publication of Spenser’s Shepheardes Calender is considered a moment to reckon with that marked the beginning of Elizabethan poetic Renaissance."" — Explain the significance of the publication of The Shepheardes Calender in the context of the Elizabethan poetic Renaissance.",The student should explain that the work marked the start of the Elizabethan poetic Renaissance and describe how the calendar motif and eclogues provided moral perspectives on the era.,"[Marks]
Identification of the work as the start of the Elizabethan poetic Renaissance - 4 marks
Description of the structure (12 eclogues/months) and the calendar motif - 3 marks
Explanation of how the work presents moral truths or perspectives on the era - 3 marks

[Key Points]
1. Marked the beginning of the Elizabethan poetic Renaissance
2. Twelve eclogues organized by months
3. Unification of diverse subjects and meters
4. Presentation of moral truths regarding the era",117.9,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK CHAUCER AND SPENSER,Level 2,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""His “Letter to Raleigh” makes us aware about his plans to write The Faerie Queene as a long epic poem that was to be a collection of twelve books. It was to correspond with the twelve moral virtues as expounded by Aristotle."" — Discuss Spenser's original conceptual framework and the intended purpose behind the composition of The Faerie Queene.","The student must discuss the planned 12-book structure, the link to Aristotle's moral virtues, the central figure of Arthur, and the intended sequel on political virtues.","[Marks]
Explanation of the 12-book plan and the connection to Aristotle's moral virtues - 4 marks
Identification of the central figure (Arthur) and the nature of the work (historical allegory) - 3 marks
Mention of the intended sequel regarding political virtues befitting a King - 3 marks

[Key Points]
1. Plan for twelve books
2. Correspondence with Aristotle's twelve moral virtues
3. Centrality of Arthur
4. Intent to write a sequel on political virtues",117.9,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK MARLOWE DOCTOR FAUSTUS,Level 2,off,Short Answer,ollama-gemma4-31b,en,1,Explain why Dr. Faustus is described as an epitome of Renaissance aspirations and discuss how these qualities contribute to the play's enduring popularity in the modern era.,The student should explain Faustus as a symbol of Renaissance ambition (striving for knowledge/power) and link these traits to modern scientific and individualistic outlooks.,"[Marks]
Explanation of Renaissance aspirations (divine discontent, striving for knowledge, and the 'new man' concept) - 5 marks
Discussion on the link to modern times (reason, questioning norms, and individuality) - 5 marks

[Key Points]
1. Divine discontent and unsatisfied striving for knowledge
2. Renaissance upsurge for power and scientific outlook
3. Modern parallels: dependence on reason and questioning of stereotypes/norms
4. Heightened sense of individuality",185.8,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK MARLOWE DOCTOR FAUSTUS,Level 2,off,Short Answer,ollama-gemma4-31b,en,2,"Discuss the controversy regarding the date of composition of Dr. Faustus, specifically contrasting the evidence of its staging with the arguments presented by Boas.",The student must contrast the 1588 staging evidence with Boas's 1592 source-based argument and mention the resulting consensus date.,"[Marks]
Identification of the staging evidence (1588, Admiral Men) - 4 marks
Explanation of Boas's argument regarding the English translation of the German source (1592) - 4 marks
Mention of the generally accepted composition window (1588-1590) - 2 marks

[Key Points]
1. Staged in 1588 by The Admiral Men
2. Boas's claim that composition was post-1592
3. Role of the English version of the German Historia Van De Johann Fausten
4. Marlowe's lack of knowledge of the German language
5. Composition estimated between 1588 and 1590",185.8,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK MARLOWE DOCTOR FAUSTUS,Level 2,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""She is a symbol of great beauty and a fountainhead of the classical concept of beauty and love in the age of Renaissance."" — Explain the significance of Faustus's desire to see Helen of Troy in the context of his identity as a Renaissance man.",The student should explain that Helen represents a temporary escape from despair and acts as a symbol of classical beauty that aligns with Faustus's intellectual and cultural background as a Renaissance scholar.,"[Marks]
Explanation of Helen as a symbol of solace and evasion of hopelessness - 4 marks
Connection between Helen and Faustus's identity as a Renaissance man/scholar - 4 marks
Clarity and coherence of the argument - 2 marks

[Key Points]
1. Helen as a symbol/paragon of excellence rather than a woman
2. The role of Helen as temporary consolation/solace
3. Faustus's background as a student of classics (Homer)
4. The reflection of Renaissance values in his desire",166.2,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK MARLOWE DOCTOR FAUSTUS,Level 2,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Mephistophilis who according to the deal was to be Faustus’s servant becomes his commander in the later phases."" — Examine the irony regarding the power dynamic between Dr. Faustus and Mephistophilis as described in the text.",The student must identify the contradiction between Faustus's expectation of power and the reality of his subservience to Mephistophilis.,"[Marks]
Analysis of the initial irony of the summons (Mephistophilis coming of his own will) - 4 marks
Discussion of the role reversal from servant to commander - 4 marks
Use of the term 'irony' to describe the gap between intention and outcome - 2 marks

[Key Points]
1. Initial pride of Faustus as a conjurer
2. Mephistophilis's actual reason for appearing (abjuring God)
3. The transition of Mephistophilis from servant to master
4. Faustus's eventual fragility and dependency",166.2,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE AND DONNE,Level 2,off,Short Answer,ollama-gemma4-31b,en,1,"Explain the influence of Christopher Marlowe on the early dramatic works of William Shakespeare, particularly in terms of style and thematic elements.","The student should explain the technical, thematic, and stylistic links between Marlowe and Shakespeare, specifically mentioning iambic pentameter and the play Titus Andronicus.","[Marks]
Identification of technical influence (unrhymed iambic pentameter) - 3 marks
Discussion of thematic influence on English tragedy and specific reference to Titus Andronicus/Tamburlaine - 4 marks
Mention of the shared rhetorical style in early plays - 3 marks

[Key Points]
1. Introduction of unrhymed iambic pentameter
2. Marlowe as the creator of English tragedy
3. Borrowing of blood, gore, and horror in Titus Andronicus from Tamburlaine
4. Use of a highly rhetorical style",149.7,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE AND DONNE,Level 2,off,Short Answer,ollama-gemma4-31b,en,2,Discuss the significance of Shakespeare's early menial employment at the theatre in the development of his career as a playwright and actor.,The student must connect Shakespeare's early menial jobs to the practical knowledge he gained regarding theatre management and acting.,"[Marks]
Listing the specific menial roles (horse in-charge, servitor, prompter's attendant) - 3 marks
Explaining how these roles provided insight into play-acting and show management - 4 marks
Concluding how this experience contributed to his professional ascent - 3 marks

[Key Points]
1. Mention of James Burbage's 'The Theatre'
2. Specific roles: servitor, prompter's attendant, horse management
3. Gain of practical knowledge in play-acting and management
4. The transition from menial worker to professional playwright/shareholder",149.7,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE AND DONNE,Level 2,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""wit was “a kind of discordiaconcors; a combination of dissimilar images, or discovery of occult resemblances in things apparently unlike. . . . The most heterogeneous ideas are yoked together.”"" — Explain the concept of 'wit' in the context of metaphysical poetry as described through Samuel Johnson's perspective.","The student should explain that wit in metaphysical poetry is a 'discordia concors', meaning a combination of dissimilar images or the discovery of hidden similarities between unlike things, where heterogeneous ideas are linked together.","[Marks]
Accurate definition of 'discordia concors' as a combination of dissimilar images - 4 marks
Explanation of 'occult resemblances' and the yoking of heterogeneous ideas - 4 marks
Clarity of expression and conceptual flow - 2 marks

[Key Points]
1. Discordia concors
2. Combination of dissimilar images
3. Occult resemblances
4. Yoking of heterogeneous ideas",124.5,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE AND DONNE,Level 2,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""He felt a deep link between death and his sensibility which constantly struggled to accept the reality of losing so many people close to his heart."" — Discuss how the personal tragedies and familial losses in John Donne's life shaped his sensibility toward the theme of death.","The student must connect Donne's biographical losses (father, sisters, children, and wife) to his emotional and intellectual struggle with death and the resulting sense of vacuum.","[Marks]
Mention of early life losses (father and three sisters) - 3 marks
Mention of later life losses (wife and children) - 3 marks
Analysis of how these events created a 'deep link' between his sensibility and death - 4 marks

[Key Points]
1. Early loss of father and sisters
2. Death of children and wife
3. Sense of vacuum
4. Struggle to accept the reality of loss",124.5,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE MACBETH,Level 2,off,Short Answer,ollama-gemma4-31b,en,1,"Explain the method and purpose behind Malcolm's interaction with Macduff in Act IV, Scene 3.",Malcolm tests Macduff's loyalty by feigning vice (voluptuousness and avarice) and a lack of royal graces to ensure Macduff's allegiance is to Scotland and not just to any potential king.,"[Marks]
Explanation of the method (pretending to have vices/lack of graces) - 4 marks
Identification of specific vices mentioned (voluptuousness, avarice) - 3 marks
Discussion of the purpose (testing loyalty and integrity) - 3 marks

[Key Points]
1. Malcolm's strategic use of false-speaking
2. Specific mentions of 'voluptuousness' and 'avarice'
3. The concept of 'king-becoming graces'
4. The conclusion that Macduff is a 'child of integrity'",156.0,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE MACBETH,Level 2,off,Short Answer,ollama-gemma4-31b,en,2,Discuss the contrast between the rule of Macbeth and the nature of the King of England as presented in the text.,The contrast lies between Macbeth's role as a destructive tyrant who wounds Scotland and the English King's role as a benevolent healer who possesses a divine gift of prophecy and healing.,"[Marks]
Description of Macbeth's tyranny and the state of Scotland (wounds/bleeding) - 4 marks
Description of the English King's healing properties (golden stamp/prophecy) - 4 marks
Effective synthesis of the contrast between destruction and healing - 2 marks

[Key Points]
1. Macbeth as a 'bloody tyrant'
2. Scotland described as bleeding and wounded
3. The English King as a healer and a source of grace
4. The specific detail of the 'golden stamp' and 'holy prayers'",156.0,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE MACBETH,Level 2,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""Duncan has been described as of a very mild temperament, “soft and gentle of nature”. Close to Buchanan’s account that mentions the ten years of Macbeth’s rule is Holinshed’s that describes Duncan’s reign as “quiet and peaceable, without any notable trouble; but after it was perceived how negligent he was in punishing offenders, many misruled persons took occasion thereof to trouble the peace and quiet state of the commonwealth, by seditious commotions which first had their beginning in this wise”"" — Explain the contrast between the governance styles of King Duncan and Macbeth as depicted in Holinshed's Chronicles.","The student should explain that Duncan's mild nature led to negligence in law enforcement and subsequent unrest, while Macbeth's approach was defined by strict justice and the punishment of abuses.","[Marks]
Description of Duncan's temperament and the consequence of his negligence - 5 marks
Description of Macbeth's approach to justice and governance - 5 marks

[Key Points]
1. Duncan's mild/soft nature
2. Duncan's negligence in punishing offenders leading to sedition
3. Macbeth's focus on maintaining justice
4. Macbeth's role as the 'sure defense and buckler' of the innocent",180.3,success
BEGC 104_ British Poetry and Drama_ 14th - 17th Centuries,BLOCK SHAKESPEARE MACBETH,Level 2,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""George Buchanan’s History of Scotland, describes Macbeth as a man of “sharp wit, and of a very lofty spirit; and, if moderation had accompanied it, he had been worthy of a command, though an eminent one”"" — Discuss the character of Macbeth according to George Buchanan’s History of Scotland, specifically focusing on the relationship between his intellect and his behavior.",The student must identify Macbeth's positive intellectual attributes (wit and spirit) and explain how the lack of moderation transformed these traits into cruelty.,"[Marks]
Identification of Macbeth's positive traits (sharp wit/lofty spirit) - 5 marks
Explanation of how lack of moderation led to cruelty - 5 marks

[Key Points]
1. Possession of sharp wit
2. Possession of lofty spirit
3. The critical role of 'moderation'
4. Transition from severity to cruelty",180.3,success
BEGC 105_ American Literature,BLOCK AMERICAN POETRY AN INTRODUCTION,Level 2,off,Short Answer,ollama-gemma4-31b,en,1,Explain how the form of free verse reflects the central themes of democracy and freedom in Walt Whitman's poetry.,"The student should explain that the unrestrained nature of free verse mirrors the themes of democracy and freedom, noting the lack of regular stress patterns.","[Marks]
Accurate description of free verse (lack of regular stress, more controlled than prose) - 3 marks
Explanation of the link between 'unrestrained lines' and the 'spirit of democracy and freedom' - 5 marks
Clarity and coherence of the argument - 2 marks

[Key Points]
1. Free verse lacks regular stress patterns.
2. Long, unrestrained lines are used.
3. The form captures the spirit of democracy and freedom.",105.9,success
BEGC 105_ American Literature,BLOCK AMERICAN POETRY AN INTRODUCTION,Level 2,off,Short Answer,ollama-gemma4-31b,en,2,Discuss why the poetic style of Walt Whitman in 'Passage to India' is described as 'functional'.,"The student must identify that the style is 'functional' because it is adapted to describe the specific American context of the time, including immigrants, the landscape, and national aspirations.","[Marks]
Identification of 'functional style' as an adaptation to describe specific realities - 3 marks
Mention of key elements: immigrants/emigrants and the unshaped landscape - 3 marks
Mention of the energy of pioneering and the dreams of the nation's future - 4 marks

[Key Points]
1. Adaptation to describe immigrant and emigrant Americans.
2. Description of the unshaped landscape of a new continent.
3. Capturing the romance of pioneering.
4. Reflecting the dreams of a nation with an illimitable future.",105.9,success
BEGC 105_ American Literature,BLOCK AMERICAN POETRY AN INTRODUCTION,Level 2,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""The early settlers of Massachusetts walked proudly declaring that some particular plot of land belonged to them. They are dead and buried and are possessed by the land of which they considered themselves to be the proud owners."" — Explain the central irony presented in the poem 'Hamatreya' regarding the relationship between human beings and the Earth.","The student should explain that the irony is the reversal of possession: humans believe they own the land, but through death, the land ends up owning them.","[Marks]
Identification of the humans' claim of ownership over the land - 5 marks
Explanation of the irony (mortality and the land possessing the humans) - 5 marks

[Key Points]
1. Contrast between human pride/ownership and mortality
2. The reversal of possession (Earth possessing man)
3. The role of death in this transition",143.3,success
BEGC 105_ American Literature,BLOCK AMERICAN POETRY AN INTRODUCTION,Level 2,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""‘Hamatreya’ can be considered a good example of free verse: It has irregular line lengths; it lacks regular stress patterns and rhyme."" — Describe the formal characteristics of 'Hamatreya' that justify its classification as a piece of free verse.","The student must identify the three specific traits of free verse mentioned in the text: irregular line lengths, lack of regular stress patterns, and lack of rhyme.","[Marks]
Mention of irregular line lengths - 4 marks
Mention of the lack of regular stress patterns - 3 marks
Mention of the lack of rhyme - 3 marks

[Key Points]
1. Irregular line lengths
2. Absence of regular stress patterns
3. Absence of rhyme",143.3,success
BEGC 105_ American Literature,BLOCK ARTHUR MILLER ALL MY SONS,Level 2,off,Short Answer,ollama-gemma4-31b,en,1,Explain the rationale Joe Keller uses to justify his decision to supply defective cylinder heads to the army.,The student should explain that Joe Keller's justification is centered on family preservation and the avoidance of financial ruin.,"[Marks]
Identification of family welfare and financial security as the primary motive - 4 marks
Mention of the effort spent building the business (40 years) and the fear of bankruptcy - 3 marks
Analysis of his 'myopic world view' regarding family vs. social responsibility - 3 marks

[Key Points]
1. Avoidance of bankruptcy
2. Protection of the family unit
3. The 40-year investment in his business
4. Myopic perspective on morality",109.2,success
BEGC 105_ American Literature,BLOCK ARTHUR MILLER ALL MY SONS,Level 2,off,Short Answer,ollama-gemma4-31b,en,2,Discuss the significance of the backyard setting in All My Sons and how it reflects Joe Keller's character.,The student must connect the physical characteristics of the backyard to Joe Keller's psychological state and the play's themes of secrecy and isolation.,"[Marks]
Linking the secluded setting to Keller's myopic world view - 4 marks
Explaining the symbolism of the poplars/hedges in hiding secrets - 3 marks
Discussing the transition from seclusion to the disclosure of truth - 3 marks

[Key Points]
1. Myopic world view
2. Seclusion and isolation
3. Symbolism of the poplars
4. The irony of the secret being revealed in a private space",109.2,success
BEGC 105_ American Literature,BLOCK ARTHUR MILLER ALL MY SONS,Level 2,on,Short Answer,ollama-gemma4-31b,en,1,"Based on the passage: ""I would love to help humanity on a Warner Brothers salary."" — Explain Dr. Jim Bayliss's perspective on the medical profession and why he is opposed to his son pursuing the same career.","Dr. Jim Bayliss opposes his son becoming a doctor because he believes the profession lacks the high income associated with other fields, like film acting, making the 'honour' of helping humanity financially unattractive to him.","[Marks]
Identification of the financial motivation and comparison to film actors - 4 marks
Explanation of the conflict between professional 'honour' and actual 'salary' - 4 marks
Clarity and coherence of the explanation - 2 marks

[Key Points]
1. Disbelief in the financial viability of being a doctor
2. Comparison with Warner Brothers/film actor salaries
3. Rejection of the 'honourable' nature of the job in favor of monetary gain",105.4,success
BEGC 105_ American Literature,BLOCK ARTHUR MILLER ALL MY SONS,Level 2,on,Short Answer,ollama-gemma4-31b,en,2,"Based on the passage: ""Jim tries to shield the family, particularly Chris, from the truth not only because he longs to protect them, but also because he needs to sustain the illusion of their perfection."" — Discuss the psychological motivation behind Dr. Jim Bayliss's attempt to shield Chris and the Keller family from George Deever's accusations.","Jim shields the Kellers not just out of affection, but because he needs the illusion of Chris's perfection to inspire him, as he has lost his own moral direction ('the star of his honesty').","[Marks]
Explanation of the desire to protect the family from George Deever - 3 marks
Analysis of the 'illusion of perfection' regarding Chris - 4 marks
Connection between Jim's own loss of honesty and his need for this illusion - 3 marks

[Key Points]
1. Protection of Chris from the truth
2. Sustaining the illusion of perfection
3. Jim's own state of moral 'darkness' and need for inspiration",105.4,success
BEGC 105_ American Literature,BLOCK NATHANIEL HAWTHORNE THE SCARLET LETTER,Level 2,off,Short Answer,ollama-gemma4-31b,en,1,Discuss the significance of Hester Prynne's characterization in the context of the patriarchal society depicted in the narrative.,The student should explain how Hester's central role challenges the male-dominated literary trends of the era and how her resilience critiques patriarchal stereotypes of female weakness.,"[Marks]
Identification of Hester's central role in contrast to the male-centricity of contemporary American novels - 3 marks
Explanation of how the text questions the societal status assigned to women - 3 marks
Analysis of Hester's strength and endurance as a critique of the 'weak woman' stereotype - 4 marks

[Key Points]
1. Contrast with male-dominated fiction of the period
2. Questioning of patriarchal societal status
3. Hester's strength and courage exceeding Dimmesdale's
4. Recognition of Hester as an early feminist figure",139.0,success
